game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,move_sequence
af731708-7912-41d3-b91e-440fe8c31426,47,24,venda001,Rg1+,a1g1,a1,g1,R,White,5r2/pppbb1kp/5q2/3p1P1Q/3p3N/1P1P4/P2B3P/6RK,1,0,0,0,0,0,10,11,5,6,1,1,1,2,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+
af731708-7912-41d3-b91e-440fe8c31426,48,24,Beginnersluck1,Kh8,g7h8,g7,h8,K,Black,5r1k/pppbb2p/5q2/3p1P1Q/3p3N/1P1P4/P2B3P/6RK,0,0,0,0,0,0,10,11,5,6,1,1,1,2,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8
af731708-7912-41d3-b91e-440fe8c31426,49,25,venda001,Ng6+,h4g6,h4,g6,N,White,5r1k/pppbb2p/5qN1/3p1P1Q/3p4/1P1P4/P2B3P/6RK,1,0,0,0,0,0,10,11,5,6,1,1,1,2,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8|Ng6+
af731708-7912-41d3-b91e-440fe8c31426,50,25,Beginnersluck1,Kg7,h8g7,h8,g7,K,Black,5r2/pppbb1kp/5qN1/3p1P1Q/3p4/1P1P4/P2B3P/6RK,0,0,0,0,0,0,10,11,5,6,1,1,1,2,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8|Ng6+|Kg7
af731708-7912-41d3-b91e-440fe8c31426,51,26,venda001,Nxe7+,g6e7,g6,e7,N,White,5r2/pppbN1kp/5q2/3p1P1Q/3p4/1P1P4/P2B3P/6RK,1,0,0,0,0,0,10,10,5,6,1,1,1,1,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8|Ng6+|Kg7|Nxe7+
af731708-7912-41d3-b91e-440fe8c31426,52,26,Beginnersluck1,Kh8,g7h8,g7,h8,K,Black,5r1k/pppbN2p/5q2/3p1P1Q/3p4/1P1P4/P2B3P/6RK,0,0,0,0,0,0,10,10,5,6,1,1,1,1,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8|Ng6+|Kg7|Nxe7+|Kh8
af731708-7912-41d3-b91e-440fe8c31426,53,27,venda001,Ng6+,e7g6,e7,g6,N,White,5r1k/pppb3p/5qN1/3p1P1Q/3p4/1P1P4/P2B3P/6RK,1,0,0,0,0,0,10,10,5,6,1,1,1,1,1,0,1,1,e4|e5|Nc3|f5|exf5|Nf6|g4|d5|g5|Bc5|gxf6|O-O|d4|exd4|Na4|Qe8+|Be2|Qxa4|fxg7|Rxf5|Nf3|Nc6|b3|Qb4+|Bd2|Qb6|Nh4|Rf7|Bd3|Ne5|Qh5|Nxd3+|cxd3|Bd7|O-O|Re8|f4|Qf6|Kh1|Rxg7|f5|Rf8|Rg1|Be7|Rxg7+|Kxg7|Rg1+|Kh8|Ng6+|Kg7|Nxe7+|Kh8|Ng6+
fbb1836a-c7f8-4628-8d16-3c6aed5f00dd,63,32,fourier4ever,Nxh5,g3h5,g3,h5,N,White,4r1k1/3br3/p2p4/3P3N/Ppp1pR2/4R2P/1P4PK/8,0,0,0,0,0,0,9,9,5,5,0,0,0,1,1,0,2,2,d4|c5|d5|e6|c4|exd5|cxd5|Nf6|Nc3|a6|a4|d6|e4|g6|Bg5|Bg7|h3|O-O|Nf3|Qc7|Bd3|Re8|O-O|Nbd7|Bf4|Nh5|Bh2|Ne5|Nxe5|Bxe5|Bxe5|Rxe5|f4|Re8|f5|c4|Bc2|Qc5+|Kh2|Qe3|Rf3|Qg5|fxg6|hxg6|Qc1|Qxc1|Rxc1|Bd7|Rcf1|Re7|Bd1|b5|Re3|b4|Bxh5|gxh5|Ne2|Rae8|Rf4|f5|Ng3|fxe4|Nxh5
fbb1836a-c7f8-4628-8d16-3c6aed5f00dd,64,32,Cumin2022,c3,c4c3,c4,c3,P,Black,4r1k1/3br3/p2p4/3P3N/Pp2pR2/2p1R2P/1P4PK/8,0,0,0,0,0,0,9,9,5,5,0,0,0,1,1,0,2,2,d4|c5|d5|e6|c4|exd5|cxd5|Nf6|Nc3|a6|a4|d6|e4|g6|Bg5|Bg7|h3|O-O|Nf3|Qc7|Bd3|Re8|O-O|Nbd7|Bf4|Nh5|Bh2|Ne5|Nxe5|Bxe5|Bxe5|Rxe5|f4|Re8|f5|c4|Bc2|Qc5+|Kh2|Qe3|Rf3|Qg5|fxg6|hxg6|Qc1|Qxc1|Rxc1|Bd7|Rcf1|Re7|Bd1|b5|Re3|b4|Bxh5|gxh5|Ne2|Rae8|Rf4|f5|Ng3|fxe4|Nxh5|c3
fbb1836a-c7f8-4628-8d16-3c6aed5f00dd,65,33,fourier4ever,Nf6+,h5f6,h5,f6,N,White,4r1k1/3br3/p2p1N2/3P4/Pp2pR2/2p1R2P/1P4PK/8,1,0,0,0,0,0,9,9,5,5,0,0,0,1,1,0,2,2,d4|c5|d5|e6|c4|exd5|cxd5|Nf6|Nc3|a6|a4|d6|e4|g6|Bg5|Bg7|h3|O-O|Nf3|Qc7|Bd3|Re8|O-O|Nbd7|Bf4|Nh5|Bh2|Ne5|Nxe5|Bxe5|Bxe5|Rxe5|f4|Re8|f5|c4|Bc2|Qc5+|Kh2|Qe3|Rf3|Qg5|fxg6|hxg6|Qc1|Qxc1|Rxc1|Bd7|Rcf1|Re7|Bd1|b5|Re3|b4|Bxh5|gxh5|Ne2|Rae8|Rf4|f5|Ng3|fxe4|Nxh5|c3|Nf6+
fbb1836a-c7f8-4628-8d16-3c6aed5f00dd,66,33,Cumin2022,Kh8,g8h8,g8,h8,K,Black,4r2k/3br3/p2p1N2/3P4/Pp2pR2/2p1R2P/1P4PK/8,0,0,0,0,0,0,9,9,5,5,0,0,0,1,1,0,2,2,d4|c5|d5|e6|c4|exd5|cxd5|Nf6|Nc3|a6|a4|d6|e4|g6|Bg5|Bg7|h3|O-O|Nf3|Qc7|Bd3|Re8|O-O|Nbd7|Bf4|Nh5|Bh2|Ne5|Nxe5|Bxe5|Bxe5|Rxe5|f4|Re8|f5|c4|Bc2|Qc5+|Kh2|Qe3|Rf3|Qg5|fxg6|hxg6|Qc1|Qxc1|Rxc1|Bd7|Rcf1|Re7|Bd1|b5|Re3|b4|Bxh5|gxh5|Ne2|Rae8|Rf4|f5|Ng3|fxe4|Nxh5|c3|Nf6+|Kh8
