game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,move_sequence
69a16b99-ade3-40fa-9b91-368314aef63a,50,25,TshepoDee1,dxe3,d4e3,d4,e3,P,Black,5r1k/p2b3p/Bp2p3/3p2RN/4p3/P3p3/1PPB1r2/2K3R1,0,0,0,0,0,0,9,11,3,7,0,0,2,1,1,0,2,2,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3
69a16b99-ade3-40fa-9b91-368314aef63a,51,26,vvelat,Bxe3,d2e3,d2,e3,B,White,5r1k/p2b3p/Bp2p3/3p2RN/4p3/P3B3/1PP2r2/2K3R1,0,0,0,0,0,0,9,10,3,6,0,0,2,1,1,0,2,2,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3
69a16b99-ade3-40fa-9b91-368314aef63a,52,26,TshepoDee1,R2f3,f2f3,f2,f3,R,Black,5r1k/p2b3p/Bp2p3/3p2RN/4p3/P3Br2/1PP5/2K3R1,0,0,0,0,0,0,9,10,3,6,0,0,2,1,1,0,2,2,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3
69a16b99-ade3-40fa-9b91-368314aef63a,53,27,vvelat,Bd4+,e3d4,e3,d4,B,White,5r1k/p2b3p/Bp2p3/3p2RN/3Bp3/P4r2/1PP5/2K3R1,1,0,0,0,0,0,9,10,3,6,0,0,2,1,1,0,2,2,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+
69a16b99-ade3-40fa-9b91-368314aef63a,54,27,TshepoDee1,R3f6,f3f6,f3,f6,R,Black,5r1k/p2b3p/Bp2pr2/3p2RN/3Bp3/P7/1PP5/2K3R1,0,0,0,0,0,0,9,10,3,6,0,0,2,1,1,0,2,2,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6
69a16b99-ade3-40fa-9b91-368314aef63a,55,28,vvelat,Nxf6,h5f6,h5,f6,N,White,5r1k/p2b3p/Bp2pN2/3p2R1/3Bp3/P7/1PP5/2K3R1,0,0,0,0,0,0,9,9,3,6,0,0,2,1,1,0,2,1,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6|Nxf6
69a16b99-ade3-40fa-9b91-368314aef63a,56,28,TshepoDee1,h6,h7h6,h7,h6,P,Black,5r1k/p2b4/Bp2pN1p/3p2R1/3Bp3/P7/1PP5/2K3R1,0,0,0,0,0,0,9,9,3,6,0,0,2,1,1,0,2,1,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6|Nxf6|h6
69a16b99-ade3-40fa-9b91-368314aef63a,57,29,vvelat,Nxd7+,f6d7,f6,d7,N,White,5r1k/p2N4/Bp2p2p/3p2R1/3Bp3/P7/1PP5/2K3R1,1,0,0,0,0,0,9,8,3,6,0,0,2,0,1,0,2,1,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6|Nxf6|h6|Nxd7+
69a16b99-ade3-40fa-9b91-368314aef63a,58,29,TshepoDee1,Kh7,h8h7,h8,h7,K,Black,5r2/p2N3k/Bp2p2p/3p2R1/3Bp3/P7/1PP5/2K3R1,0,0,0,0,0,0,9,8,3,6,0,0,2,0,1,0,2,1,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6|Nxf6|h6|Nxd7+|Kh7
69a16b99-ade3-40fa-9b91-368314aef63a,59,30,vvelat,Nxf8#,d7f8,d7,f8,N,White,5N2/p6k/Bp2p2p/3p2R1/3Bp3/P7/1PP5/2K3R1,1,1,0,0,1,0,9,7,3,6,0,0,2,0,1,0,2,0,d4|f5|e3|d5|Nc3|Nf6|a3|e6|h3|Be7|g4|O-O|g5|Ne4|Nxe4|fxe4|h4|Nd7|Nh3|Nf6|gxf6|Bxf6|Nf4|Bxh4|Qh5|g5|Rg1|Qf6|Qxh4|Kh8|Qxg5|Qf7|Qe5+|Qf6|Qxf6+|Rxf6|Be2|Bd7|Bd2|Raf8|O-O-O|b6|Rg5|c5|Rdg1|cxd4|Nh5|Rxf2|Ba6|dxe3|Bxe3|R2f3|Bd4+|R3f6|Nxf6|h6|Nxd7+|Kh7|Nxf8#
