game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_bishop_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,move_sequence
243b2fb3-7578-48be-a464-60da01e455d7,51,26,naveen99919,Nac4,a3c4,a3,c4,N,White,3r2k1/5ppp/4p3/p2nN3/2N5/1P6/PK4PP/3R4,0,0,0,0,0,0,8,8,4,5,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4
243b2fb3-7578-48be-a464-60da01e455d7,52,26,manda0001,a4,a5a4,a5,a4,P,Black,3r2k1/5ppp/4p3/3nN3/p1N5/1P6/PK4PP/3R4,0,0,0,0,0,0,8,8,4,5,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4
243b2fb3-7578-48be-a464-60da01e455d7,53,27,naveen99919,bxa4,b3a4,b3,a4,P,White,3r2k1/5ppp/4p3/3nN3/P1N5/8/PK4PP/3R4,0,0,0,0,0,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4
243b2fb3-7578-48be-a464-60da01e455d7,54,27,manda0001,Rb8+,d8b8,d8,b8,R,Black,1r4k1/5ppp/4p3/3nN3/P1N5/8/PK4PP/3R4,1,0,0,0,0,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4|Rb8+
243b2fb3-7578-48be-a464-60da01e455d7,55,28,naveen99919,Ka1,b2a1,b2,a1,K,White,1r4k1/5ppp/4p3/3nN3/P1N5/8/P5PP/K2R4,0,0,0,0,0,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4|Rb8+|Ka1
243b2fb3-7578-48be-a464-60da01e455d7,56,28,manda0001,Nc3,d5c3,d5,c3,N,Black,1r4k1/5ppp/4p3/4N3/P1N5/2n5/P5PP/K2R4,0,0,0,0,0,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4|Rb8+|Ka1|Nc3
243b2fb3-7578-48be-a464-60da01e455d7,57,29,naveen99919,Rd7,d1d7,d1,d7,R,White,1r4k1/3R1ppp/4p3/4N3/P1N5/2n5/P5PP/K7,0,0,0,0,0,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4|Rb8+|Ka1|Nc3|Rd7
243b2fb3-7578-48be-a464-60da01e455d7,58,29,manda0001,Rb1#,b8b1,b8,b1,R,Black,6k1/3R1ppp/4p3/4N3/P1N5/2n5/P5PP/Kr6,1,1,0,0,1,0,8,7,4,4,0,0,0,0,2,1,1,1,e4|c6|Qf3|d5|exd5|cxd5|d4|Nf6|c4|Bg4|Qd3|e6|cxd5|Qxd5|f3|Bf5|Qd2|Bd6|Qd1|Nc6|b3|Nxd4|Bd3|Bxd3|Qxd3|Bb4+|Bd2|Nxf3+|Qxf3|Bxd2+|Nxd2|Qxf3|Ngxf3|O-O|O-O-O|Rac8+|Kb2|Rfd8|Nc4|Rxd1|Rxd1|Nd5|Nfe5|b5|Nd6|Rd8|Nxb5|a6|Na3|a5|Nac4|a4|bxa4|Rb8+|Ka1|Nc3|Rd7|Rb1#
1c805362-d9e0-4259-8a79-86795b480548,35,18,JRRBMASTER,Nf6+,e4f6,e4,f6,N,White,1r1q1rk1/pb3p1p/1p3Np1/4Qn2/8/3B4/PPP2PPP/R4RK1,1,0,0,0,0,0,12,11,6,5,1,1,1,1,1,1,2,2,e4|g6|Nc3|Bg7|Nf3|e6|d4|Ne7|Be3|O-O|Bd3|d6|O-O|Nd7|e5|Rb8|exd6|cxd6|Qd2|b6|Bh6|Bb7|Bxg7|Kxg7|Qg5|e5|dxe5|dxe5|Nxe5|Nxe5|Qxe5+|Kg8|Ne4|Nf5|Nf6+
1c805362-d9e0-4259-8a79-86795b480548,36,18,padalamanu,Kg7,g8g7,g8,g7,K,Black,1r1q1r2/pb3pkp/1p3Np1/4Qn2/8/3B4/PPP2PPP/R4RK1,0,0,0,0,0,0,12,11,6,5,1,1,1,1,1,1,2,2,e4|g6|Nc3|Bg7|Nf3|e6|d4|Ne7|Be3|O-O|Bd3|d6|O-O|Nd7|e5|Rb8|exd6|cxd6|Qd2|b6|Bh6|Bb7|Bxg7|Kxg7|Qg5|e5|dxe5|dxe5|Nxe5|Nxe5|Qxe5+|Kg8|Ne4|Nf5|Nf6+|Kg7
